lon,lat
34.4091796813,-1.08208898751
34.4091796813,-1.07659679811
34.4036865173,-1.07659679811
34.4036865173,-1.07110459882
34.3981933532,-1.07110459882
34.3981933532,-1.06561238969
34.3872070251,-1.06561238969
34.3872070251,-1.06012017076
34.381713861,-1.06012017076
34.381713861,-1.05462794209
34.376220697,-1.05462794209
34.376220697,-1.0216743683
34.381713861,-1.0216743683
34.381713861,-1.01618207285
34.3542480407,-1.01618207285
34.3542480407,-1.01068976806
34.3432617126,-1.01068976806
34.3432617126,-1.00519745398
34.3322753845,-1.00519745398
34.3322753845,-0.994212798158
34.3377685485,-0.994212798158
34.3377685485,-0.988720456517
34.3432617126,-0.988720456517
34.3432617126,-0.98322810579
34.3542480407,-0.98322810579
34.3542480407,-0.972243377277
34.3597412048,-0.972243377277
34.3597412048,-0.977735746026
34.3707275329,-0.977735746026
34.3707275329,-0.98322810579
34.376220697,-0.98322810579
34.376220697,-0.988720456517
34.3927001892,-0.988720456517
34.3927001892,-0.994212798158
34.3981933532,-0.994212798158
34.3981933532,-0.999705130663
34.4036865173,-0.999705130663
34.4036865173,-0.994212798158
34.4421386657,-0.994212798158
34.4421386657,-0.999705130663
34.464111322,-0.999705130663
34.464111322,-1.00519745398
34.4750976501,-1.00519745398
34.4750976501,-1.01068976806
34.4970703063,-1.01068976806
34.4970703063,-1.01618207285
34.5080566344,-1.01618207285
34.5080566344,-1.0216743683
34.5135497985,-1.0216743683
34.5135497985,-1.02716665437
34.5245361266,-1.02716665437
34.5245361266,-1.03265893099
34.5300292907,-1.03265893099
34.5300292907,-1.03815119813
34.5465087829,-1.03815119813
34.5465087829,-1.04364345572
34.557495111,-1.04364345572
34.557495111,-1.04913570372
34.5739746032,-1.04913570372
34.5739746032,-1.05462794209
34.5684814391,-1.05462794209
34.5684814391,-1.06012017076
34.5794677672,-1.06012017076
34.5794677672,-1.06561238969
34.5959472594,-1.06561238969
34.5959472594,-1.04913570372
34.6014404235,-1.04913570372
34.6014404235,-1.05462794209
34.6069335876,-1.05462794209
34.6069335876,-1.06012017076
34.6124267516,-1.06012017076
34.6124267516,-1.06561238969
34.6179199157,-1.06561238969
34.6179199157,-1.07110459882
34.6234130797,-1.07110459882
34.6234130797,-1.08208898751
34.6179199157,-1.08208898751
34.6179199157,-1.09307333643
34.6234130797,-1.09307333643
34.6234130797,-1.10405764516
34.6289062438,-1.10405764516
34.6289062438,-1.10954978434
34.6234130797,-1.10954978434
34.6234130797,-1.11504191332
34.6289062438,-1.11504191332
34.6289062438,-1.12053403205
34.6343994079,-1.12053403205
34.6343994079,-1.15348652644
34.6289062438,-1.15348652644
34.6289062438,-1.15897857203
34.6124267516,-1.15897857203
34.6124267516,-1.15348652644
34.6069335876,-1.15348652644
34.6069335876,-1.14799447024
34.6014404235,-1.14799447024
34.6014404235,-1.13701032626
34.5959472594,-1.13701032626
34.5959472594,-1.13151823857
34.6014404235,-1.13151823857
34.6014404235,-1.10405764516
34.5849609313,-1.10405764516
34.5849609313,-1.10954978434
34.5629882751,-1.10954978434
34.5629882751,-1.10405764516
34.5520019469,-1.10405764516
34.5520019469,-1.10954978434
34.5410156188,-1.10954978434
34.5410156188,-1.11504191332
34.5355224548,-1.11504191332
34.5355224548,-1.10954978434
34.5135497985,-1.10954978434
34.5135497985,-1.11504191332
34.5080566344,-1.11504191332
34.5080566344,-1.10954978434
34.4860839782,-1.10954978434
34.4860839782,-1.10405764516
34.4805908141,-1.10405764516
34.4805908141,-1.09856549584
34.469604486,-1.09856549584
34.469604486,-1.07110459882
34.464111322,-1.07110459882
34.464111322,-1.06012017076
34.4531249938,-1.06012017076
34.4531249938,-1.05462794209
34.4476318298,-1.05462794209
34.4476318298,-1.06012017076
34.4421386657,-1.06012017076
34.4421386657,-1.07659679811
34.4146728454,-1.07659679811
34.4146728454,-1.08208898751
